symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
GS,2010-07-22 00:00:00+00:00,146.55,149.88,144.16,148.88,13307300,124.2805947879,127.1045755498,122.2537737607,126.2565332789,13307300,0.0,1.0
GS,2010-07-23 00:00:00+00:00,147.38,148.41,144.57,146.65,7306900,124.9844698727,125.8579534117,122.6014710917,124.365399015,7306900,0.0,1.0
GS,2010-07-26 00:00:00+00:00,148.2,149.0,145.21,147.39,6089000,125.6798645348,126.3582983514,123.1442181451,124.9929502954,6089000,0.0,1.0
GS,2010-07-27 00:00:00+00:00,147.23,149.66,147.0,149.09,7151200,124.8572635321,126.9180062502,124.6622138098,126.4346221558,7151200,0.0,1.0
GS,2010-07-28 00:00:00+00:00,147.2,148.65,146.78,147.0,4845600,124.831822264,126.0614835567,124.4756445102,124.6622138098,4845600,0.0,1.0
GS,2010-07-29 00:00:00+00:00,152.58,153.15,147.63,148.27,15657700,129.394289681,129.8776737753,125.1964804404,125.7392274937,15657700,0.0,1.0
GS,2010-07-30 00:00:00+00:00,150.82,153.41,150.8,151.35,8792400,127.9017352843,130.0981647657,127.8847744389,128.3511976879,8792400,0.0,1.0
GS,2010-08-02 00:00:00+00:00,152.74,153.64,151.61,152.82,6523100,129.5299764443,130.293214488,128.5716886783,129.597819826,6523100,0.0,1.0
GS,2010-08-03 00:00:00+00:00,153.19,153.96,151.41,152.12,5648500,129.9115954662,130.5645880147,128.4020802241,129.0041902364,5648500,0.0,1.0
GS,2010-08-04 00:00:00+00:00,156.41,157.25,153.0,153.62,12283700,132.6422915782,133.3546470857,129.7504674347,130.2762536426,12283700,0.0,1.0
GS,2010-08-05 00:00:00+00:00,155.92,156.22,154.4,155.63,5680200,132.2267508655,132.4811635467,130.9377266138,131.9808186069,5680200,0.0,1.0
GS,2010-08-06 00:00:00+00:00,155.18,156.06,153.77,154.54,8082600,131.5991995851,132.3454767834,130.4034599832,131.0564525318,8082600,0.0,1.0
GS,2010-08-09 00:00:00+00:00,155.4,156.2,154.59,155.93,4209800,131.7857688847,132.4642027013,131.0988546453,132.2352312882,4209800,0.0,1.0
GS,2010-08-10 00:00:00+00:00,153.9,154.77,153.18,154.02,5861700,130.5137054784,131.251502254,129.9031150434,130.6154705509,5861700,0.0,1.0
GS,2010-08-11 00:00:00+00:00,149.25,152.0,148.91,151.72,7734400,126.5703089191,128.9024251639,126.2819745471,128.6649733281,7734400,0.0,1.0
GS,2010-08-12 00:00:00+00:00,149.42,150.59,147.81,147.81,4949300,126.7144761052,127.706685562,125.3491280492,125.3491280492,4949300,0.0,1.0
GS,2010-08-13 00:00:00+00:00,148.08,150.45,148.08,149.38,4218700,125.5780994623,127.5879596441,125.5780994623,126.6805544143,4218700,0.0,1.0
GS,2010-08-16 00:00:00+00:00,147.76,149.176,147.0,147.58,3760100,125.3067259356,126.5075537911,124.6622138098,125.1540783269,3760100,0.0,1.0
GS,2010-08-17 00:00:00+00:00,148.59,149.79,148.14,148.68,4391600,126.0106010204,127.0282517454,125.6289819985,126.0869248248,4391600,0.0,1.0
GS,2010-08-18 00:00:00+00:00,149.2,149.94,147.73,148.54,4460600,126.5279068056,127.155458086,125.2812846675,125.9681989069,4460600,0.0,1.0
GS,2010-08-19 00:00:00+00:00,147.05,149.66,146.28,148.67,5290900,124.7046159234,126.9180062502,124.0516233748,126.0784444021,5290900,0.0,1.0
